to_EntiM_C,as_EntiM_C,at_EntiM_C,to_UEnti_C,as_UEnti_C,at_UEnti_C,ra_SSTo_C,ra_SOTo_C,ra_SXTo_C,ra_SNTo_C,ra_OSTo_C,ra_OOTo_C,ra_OXTo_C,ra_ONTo_C,ra_XSTo_C,ra_XOTo_C,ra_XXTo_C,ra_XNTo_C,ra_NSTo_C,ra_NOTo_C,ra_NXTo_C,ra_NNTo_C,LoCohPA_S,LoCohPW_S,LoCohPU_S,LoCoDPA_S,LoCoDPW_S,LoCoDPU_S,to_NoPhr_C,as_NoPhr_C,at_NoPhr_C,ra_NoVeP_C,ra_NoSuP_C,ra_NoPrP_C,ra_NoAjP_C,ra_NoAvP_C,to_VePhr_C,as_VePhr_C,at_VePhr_C,ra_VeNoP_C,ra_VeSuP_C,ra_VePrP_C,ra_VeAjP_C,ra_VeAvP_C,to_SuPhr_C,as_SuPhr_C,at_SuPhr_C,ra_SuNoP_C,ra_SuVeP_C,ra_SuPrP_C,ra_SuAjP_C,ra_SuAvP_C,to_PrPhr_C,as_PrPhr_C,at_PrPhr_C,ra_PrNoP_C,ra_PrVeP_C,ra_PrSuP_C,ra_PrAjP_C,ra_PrAvP_C,to_AjPhr_C,as_AjPhr_C,at_AjPhr_C,ra_AjNoP_C,ra_AjVeP_C,ra_AjSuP_C,ra_AjPrP_C,ra_AjAvP_C,to_AvPhr_C,as_AvPhr_C,at_AvPhr_C,ra_AvNoP_C,ra_AvVeP_C,ra_AvSuP_C,ra_AvPrP_C,ra_AvAjP_C,to_TreeH_C,as_TreeH_C,at_TreeH_C,to_FTree_C,as_FTree_C,at_FTree_C,to_NoTag_C,as_NoTag_C,at_NoTag_C,ra_NoAjT_C,ra_NoVeT_C,ra_NoAvT_C,ra_NoSuT_C,ra_NoCoT_C,to_VeTag_C,as_VeTag_C,at_VeTag_C,ra_VeAjT_C,ra_VeNoT_C,ra_VeAvT_C,ra_VeSuT_C,ra_VeCoT_C,to_AjTag_C,as_AjTag_C,at_AjTag_C,ra_AjNoT_C,ra_AjVeT_C,ra_AjAvT_C,ra_AjSuT_C,ra_AjCoT_C,to_AvTag_C,as_AvTag_C,at_AvTag_C,ra_AvAjT_C,ra_AvNoT_C,ra_AvVeT_C,ra_AvSuT_C,ra_AvCoT_C,to_SuTag_C,as_SuTag_C,at_SuTag_C,ra_SuAjT_C,ra_SuNoT_C,ra_SuVeT_C,ra_SuAvT_C,ra_SuCoT_C,to_CoTag_C,as_CoTag_C,at_CoTag_C,ra_CoAjT_C,ra_CoNoT_C,ra_CoVeT_C,ra_CoAvT_C,ra_CoSuT_C,to_ContW_C,as_ContW_C,at_ContW_C,to_FuncW_C,as_FuncW_C,at_FuncW_C,ra_CoFuW_C,SimpTTR_S,CorrTTR_S,BiLoTTR_S,UberTTR_S,MTLDTTR_S,SimpNoV_S,SquaNoV_S,CorrNoV_S,SimpVeV_S,SquaVeV_S,CorrVeV_S,SimpAjV_S,SquaAjV_S,CorrAjV_S,SimpAvV_S,SquaAvV_S,CorrAvV_S,to_AAKuW_C,as_AAKuW_C,at_AAKuW_C,to_AAKuL_C,as_AAKuL_C,at_AAKuL_C,to_AABiL_C,as_AABiL_C,at_AABiL_C,to_AABrL_C,as_AABrL_C,at_AABrL_C,to_AACoL_C,as_AACoL_C,at_AACoL_C,to_SbFrQ_C,as_SbFrQ_C,at_SbFrQ_C,to_SbCDC_C,as_SbCDC_C,at_SbCDC_C,to_SbFrL_C,as_SbFrL_C,at_SbFrL_C,to_SbCDL_C,as_SbCDL_C,at_SbCDL_C,to_SbSBW_C,as_SbSBW_C,at_SbSBW_C,to_SbL1W_C,as_SbL1W_C,at_SbL1W_C,to_SbSBC_C,as_SbSBC_C,at_SbSBC_C,to_SbL1C_C,as_SbL1C_C,at_SbL1C_C,TokSenM_S,TokSenS_S,TokSenL_S,as_Token_C,as_Sylla_C,at_Sylla_C,as_Chara_C,at_Chara_C,FleschG_S,AutoRea_S,ColeLia_S,SmogInd_S,Gunning_S,LinseaW_S
4,1.0,0.10810810810810811,4,1.0,0.10810810810810811,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.9487179487179487,0.0,0.0,0.0,0.0,0.0,0.0,15,3.75,0.40540540540540543,1.5,0.0,2.142857142857143,5.0,15.0,10,2.5,0.2702702702702703,0.6666666666666666,0.0,1.4285714285714286,3.3333333333333335,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1.75,0.1891891891891892,0.4666666666666667,0.7,0.0,2.3333333333333335,7.0,3,0.75,0.08108108108108109,0.2,0.3,0.0,0.42857142857142855,3.0,1,0.25,0.02702702702702703,0.06666666666666667,0.1,0.0,0.14285714285714285,0.3333333333333333,30,7.5,0.8108108108108109,44,11.0,1.1891891891891893,11.0,2.75,0.2972972972972973,2.75,1.8333333333333333,2.2,0.0,11.0,6.0,1.5,0.16216216216216217,1.5,0.5454545454545454,1.2,0.0,6.0,4.0,1.0,0.10810810810810811,0.36363636363636365,0.6666666666666666,0.8,0.0,4.0,5.0,1.25,0.13513513513513514,1.25,0.45454545454545453,0.8333333333333334,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.02702702702702703,0.25,0.09090909090909091,0.16666666666666666,0.2,0.0,27.0,6.75,0.7297297297297297,24.0,6.0,0.6486486486486487,1.125,0.8108108108108109,3.4874291623145783,0.9419204379452388,55.15980516954998,5.0,0.8181818181818182,7.363636363636363,1.9188064472004938,1.0,6.0,1.7320508075688774,1.0,4.0,1.414213562373095,1.0,5.0,1.5811388300841895,196.16,49.04,5.301621621621622,196.16,49.04,5.301621621621622,110.24,27.56,2.9794594594594592,67.54,16.885,1.8254054054054056,67.54,16.885,1.8254054054054056,6137729.0,1534432.25,165884.56756756757,131812.0,32953.0,3562.4864864864867,5321373.0,1330343.25,143820.8918918919,129001.0,32250.25,3486.5135135135133,120347.63000000003,30086.90750000001,3252.6386486486495,131.5082,32.87705,3.5542756756756755,1571.4400000000005,392.8600000000001,42.471351351351366,110.31990000000003,27.579975000000008,2.9816189189189197,148.0,12.165525060596439,2.604726682814475,9.25,14.5,1.5675675675675675,56.0,6.054054054054054,10.660743243243243,10.242770270270267,-15.790084,4.123105625617661,4.875,6.375
1,0.16666666666666666,0.02702702702702703,1,0.16666666666666666,0.02702702702702703,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.013333333333333334,0.96,0.0,0.0,0.0,0.0,0.0,0.0,22,3.6666666666666665,0.5945945945945946,1.8333333333333333,7.333333333333333,4.4,22.0,11.0,12,2.0,0.32432432432432434,0.5454545454545454,4.0,2.4,12.0,6.0,3,0.5,0.08108108108108109,0.13636363636363635,0.25,0.6,3.0,1.5,5,0.8333333333333334,0.13513513513513514,0.22727272727272727,0.4166666666666667,1.6666666666666667,5.0,2.5,1,0.16666666666666666,0.02702702702702703,0.045454545454545456,0.08333333333333333,0.3333333333333333,0.2,0.5,2,0.3333333333333333,0.05405405405405406,0.09090909090909091,0.16666666666666666,0.6666666666666666,0.4,2.0,45,7.5,1.2162162162162162,46,7.666666666666667,1.2432432432432432,10.0,1.6666666666666667,0.2702702702702703,3.3333333333333335,2.0,3.3333333333333335,5.0,10.0,5.0,0.8333333333333334,0.13513513513513514,1.6666666666666667,0.5,1.6666666666666667,2.5,5.0,3.0,0.5,0.08108108108108109,0.3,0.6,1.0,1.5,3.0,3.0,0.5,0.08108108108108109,1.0,0.3,0.6,1.5,3.0,2.0,0.3333333333333333,0.05405405405405406,0.6666666666666666,0.2,0.4,0.6666666666666666,2.0,1.0,0.16666666666666666,0.02702702702702703,0.3333333333333333,0.1,0.2,0.3333333333333333,0.5,21.0,3.5,0.5675675675675675,40.0,6.666666666666667,1.0810810810810811,0.525,0.7567567567567568,3.25493388482694,0.9228136974554144,39.83872608661564,2.0,1.0,10.0,2.23606797749979,0.6,1.8,0.9486832980505138,1.0,3.0,1.2247448713915892,1.0,3.0,1.2247448713915892,188.41000000000003,31.40166666666667,5.092162162162163,188.41000000000003,31.40166666666667,5.092162162162163,148.68,24.78,4.018378378378379,21.6,3.6,0.5837837837837838,21.6,3.6,0.5837837837837838,16295764.0,2715960.6666666665,440426.0540540541,202230.0,33705.0,5465.675675675676,12539559.0,2089926.5,338907.0,199422.0,33237.0,5389.783783783784,319524.79,53254.13166666666,8635.805135135135,163.26479999999998,27.210799999999995,4.412562162162161,2410.98,401.83,65.16162162162162,124.99709999999999,20.832849999999997,3.3783,222.0,14.89966442575134,2.01529165865099,6.166666666666667,8.833333333333334,1.4324324324324325,37.666666666666664,6.108108108108108,7.544729729729731,7.681396396396391,-15.796004,3.605551275463989,2.4166666666666665,2.9166666666666665
0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18,4.5,0.5,2.5714285714285716,18.0,3.6,6.0,18.0,7,1.75,0.19444444444444445,0.3888888888888889,7.0,1.4,2.3333333333333335,7.0,1,0.25,0.027777777777777776,0.05555555555555555,0.14285714285714285,0.2,0.3333333333333333,1.0,5,1.25,0.1388888888888889,0.2777777777777778,0.7142857142857143,5.0,1.6666666666666667,5.0,3,0.75,0.08333333333333333,0.16666666666666666,0.42857142857142855,3.0,0.6,3.0,1,0.25,0.027777777777777776,0.05555555555555555,0.14285714285714285,1.0,0.2,0.3333333333333333,30,7.5,0.8333333333333334,44,11.0,1.2222222222222223,10.0,2.5,0.2777777777777778,1.6666666666666667,1.4285714285714286,5.0,0.0,3.3333333333333335,7.0,1.75,0.19444444444444445,1.1666666666666667,0.7,3.5,0.0,2.3333333333333335,6.0,1.5,0.16666666666666666,0.6,0.8571428571428571,3.0,0.0,2.0,2.0,0.5,0.05555555555555555,0.3333333333333333,0.2,0.2857142857142857,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,0.08333333333333333,0.5,0.3,0.42857142857142855,1.5,0.0,25.0,6.25,0.6944444444444444,25.0,6.25,0.6944444444444444,1.0,0.7222222222222222,3.0641293851417064,0.9091891500998095,32.6197368002022,1.0,0.8,6.4,1.7888543819998317,1.0,7.0,1.8708286933869707,1.0,6.0,1.7320508075688774,1.0,2.0,1.0,210.02999999999994,52.507499999999986,5.834166666666665,217.02999999999994,54.257499999999986,6.028611111111109,76.55000000000001,19.137500000000003,2.126388888888889,50.43,12.6075,1.4008333333333334,50.43,12.6075,1.4008333333333334,9553224.0,2388306.0,265367.3333333333,123735.0,30933.75,3437.0833333333335,7580928.0,1895232.0,210581.33333333334,122071.0,30517.75,3390.8611111111113,187318.11,46829.5275,5203.280833333333,129.5939,32.398475,3.599830555555555,1475.1599999999996,368.7899999999999,40.97666666666666,105.85,26.4625,2.9402777777777778,144.0,12.0,2.584962500721156,9.0,17.25,1.9166666666666667,62.5,6.944444444444445,15.453333333333337,16.415555555555553,-15.790672,4.69041575982343,6.25,7.75
2,0.6666666666666666,0.047619047619047616,2,0.6666666666666666,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.029411764705882353,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,19,6.333333333333333,0.4523809523809524,1.5833333333333333,4.75,3.8,0.0,9.5,12,4.0,0.2857142857142857,0.631578947368421,3.0,2.4,0.0,6.0,4,1.3333333333333333,0.09523809523809523,0.21052631578947367,0.3333333333333333,0.8,0.0,2.0,5,1.6666666666666667,0.11904761904761904,0.2631578947368421,0.4166666666666667,1.25,0.0,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.6666666666666666,0.047619047619047616,0.10526315789473684,0.16666666666666666,0.5,0.4,0.0,29,9.666666666666666,0.6904761904761905,48,16.0,1.1428571428571428,12.0,4.0,0.2857142857142857,4.0,2.0,12.0,4.0,6.0,6.0,2.0,0.14285714285714285,2.0,0.5,6.0,2.0,3.0,3.0,1.0,0.07142857142857142,0.25,0.5,3.0,1.0,1.5,1.0,0.3333333333333333,0.023809523809523808,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.3333333333333333,0.5,3.0,1.0,0.07142857142857142,1.0,0.25,0.5,3.0,1.5,2.0,0.6666666666666666,0.047619047619047616,0.6666666666666666,0.16666666666666666,0.3333333333333333,2.0,0.6666666666666666,23.0,7.666666666666667,0.5476190476190477,31.0,10.333333333333334,0.7380952380952381,0.7419354838709677,0.6904761904761905,3.16415940842189,0.9009078313168303,30.614156738206134,0.0,0.5833333333333334,4.083333333333333,1.4288690166235207,1.0,6.0,1.7320508075688774,1.0,3.0,1.2247448713915892,1.0,1.0,0.7071067811865475,219.78999999999996,73.26333333333332,5.233095238095237,223.78999999999996,74.59666666666665,5.328333333333332,134.35999999999999,44.78666666666666,3.1990476190476187,70.25,23.416666666666668,1.6726190476190477,70.25,23.416666666666668,1.6726190476190477,10445026.0,3481675.3333333335,248691.09523809524,209410.0,69803.33333333333,4985.952380952381,8472798.0,2824266.0,201733.2857142857,206072.0,68690.66666666667,4906.476190476191,204804.43999999997,68268.14666666665,4876.29619047619,178.4927,59.49756666666667,4.249826190476191,2496.5300000000007,832.1766666666668,59.44119047619049,141.56839999999994,47.18946666666665,3.370676190476189,126.0,11.224972160321824,3.4021735027328797,14.0,19.666666666666668,1.4047619047619047,73.66666666666667,5.261904761904762,9.536666666666669,9.06523809523809,-15.784184000000002,4.123105625617661,7.166666666666666,8.666666666666666
5,1.6666666666666667,0.125,5,1.6666666666666667,0.125,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,19,6.333333333333333,0.475,2.7142857142857144,19.0,2.7142857142857144,0.0,0.0,7,2.3333333333333335,0.175,0.3684210526315789,7.0,1.0,0.0,0.0,1,0.3333333333333333,0.025,0.05263157894736842,0.14285714285714285,0.14285714285714285,0.0,0.0,7,2.3333333333333335,0.175,0.3684210526315789,1.0,7.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,8.333333333333334,0.625,48,16.0,1.2,11.0,3.6666666666666665,0.275,3.6666666666666665,2.2,0.0,0.0,11.0,5.0,1.6666666666666667,0.125,1.6666666666666667,0.45454545454545453,0.0,0.0,5.0,3.0,1.0,0.075,0.2727272727272727,0.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.025,0.3333333333333333,0.09090909090909091,0.2,0.0,0.0,21.0,7.0,0.525,38.0,12.666666666666666,0.95,0.5526315789473685,0.7,3.1304951684997055,0.9033107618789334,31.130829586782752,0.0,1.0,11.0,2.345207879911715,1.0,5.0,1.5811388300841895,0.3333333333333333,0.3333333333333333,0.4082482904638631,0.0,0.0,0.0,202.17999999999998,67.39333333333333,5.054499999999999,208.75999999999996,69.58666666666666,5.218999999999999,127.41,42.47,3.18525,62.61,20.87,1.56525,62.61,20.87,1.56525,12377983.0,4125994.3333333335,309449.575,183758.0,61252.666666666664,4593.95,10738184.0,3579394.6666666665,268454.6,178619.0,59539.666666666664,4465.475,242705.55000000002,80901.85,6067.63875,160.2101,53.40336666666667,4.0052525,2190.7100000000005,730.2366666666668,54.767750000000014,126.44359999999999,42.147866666666665,3.1610899999999997,120.0,10.954451150103322,3.357762781432299,13.333333333333334,19.666666666666668,1.475,80.33333333333333,6.025,10.260000000000002,11.335333333333327,-15.78536,3.872983346207417,7.166666666666666,8.666666666666666
4,1.0,0.125,2,0.5,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.027777777777777776,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,18,4.5,0.5625,1.6363636363636365,9.0,2.25,18.0,18.0,11,2.75,0.34375,0.6111111111111112,5.5,1.375,11.0,11.0,2,0.5,0.0625,0.1111111111111111,0.18181818181818182,0.25,2.0,2.0,8,2.0,0.25,0.4444444444444444,0.7272727272727273,4.0,8.0,8.0,1,0.25,0.03125,0.05555555555555555,0.09090909090909091,0.5,0.125,1.0,1,0.25,0.03125,0.05555555555555555,0.09090909090909091,0.5,0.125,1.0,36,9.0,1.125,48,12.0,1.5,9.0,2.25,0.28125,1.8,1.2857142857142858,4.5,9.0,9.0,7.0,1.75,0.21875,1.4,0.7777777777777778,3.5,7.0,7.0,5.0,1.25,0.15625,0.5555555555555556,0.7142857142857143,2.5,5.0,5.0,2.0,0.5,0.0625,0.4,0.2222222222222222,0.2857142857142857,2.0,2.0,1.0,0.25,0.03125,0.2,0.1111111111111111,0.14285714285714285,0.5,1.0,1.0,0.25,0.03125,0.2,0.1111111111111111,0.14285714285714285,0.5,1.0,23.0,5.75,0.71875,30.0,7.5,0.9375,0.7666666666666667,0.78125,3.125,0.9287712379549449,41.97179901561452,2.0,0.7777777777777778,5.444444444444445,1.649915822768611,1.0,7.0,1.8708286933869707,1.0,5.0,1.5811388300841895,1.0,2.0,1.0,166.33000000000004,41.58250000000001,5.197812500000001,166.33000000000004,41.58250000000001,5.197812500000001,95.12,23.78,2.9725,28.44,7.11,0.88875,28.44,7.11,0.88875,5654408.0,1413602.0,176700.25,112281.0,28070.25,3508.78125,4995204.0,1248801.0,156100.125,110865.0,27716.25,3464.53125,110870.74,27717.685,3464.710625,107.64959999999999,26.912399999999998,3.3640499999999998,1338.58,334.645,41.830625,88.49600000000002,22.124000000000006,2.7655000000000007,128.0,11.313708498984761,2.5,8.0,15.75,1.96875,57.75,7.21875,17.767500000000002,18.0125,-15.793024,4.0,5.25,6.75
0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9821428571428571,0.0,0.0,0.0,0.0,0.0,0.0,15,3.0,0.38461538461538464,2.142857142857143,7.5,2.5,7.5,15.0,7,1.4,0.1794871794871795,0.4666666666666667,3.5,1.1666666666666667,3.5,7.0,2,0.4,0.05128205128205128,0.13333333333333333,0.2857142857142857,0.3333333333333333,1.0,2.0,6,1.2,0.15384615384615385,0.4,0.8571428571428571,3.0,3.0,6.0,2,0.4,0.05128205128205128,0.13333333333333333,0.2857142857142857,1.0,0.3333333333333333,2.0,1,0.2,0.02564102564102564,0.06666666666666667,0.14285714285714285,0.5,0.16666666666666666,0.5,29,5.8,0.7435897435897436,41,8.2,1.0512820512820513,11.0,2.2,0.28205128205128205,2.75,1.8333333333333333,5.5,0.0,5.5,6.0,1.2,0.15384615384615385,1.5,0.5454545454545454,3.0,0.0,3.0,4.0,0.8,0.10256410256410256,0.36363636363636365,0.6666666666666666,2.0,0.0,2.0,2.0,0.4,0.05128205128205128,0.5,0.18181818181818182,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.05128205128205128,0.5,0.18181818181818182,0.3333333333333333,1.0,0.0,23.0,4.6,0.5897435897435898,30.0,6.0,0.7692307692307693,0.7666666666666667,0.8205128205128205,3.623286509262706,0.9460017975843502,60.7166951367062,4.0,1.0,11.0,2.345207879911715,1.0,6.0,1.7320508075688774,1.0,4.0,1.414213562373095,1.0,2.0,1.0,236.67000000000002,47.334,6.068461538461539,236.67000000000002,47.334,6.068461538461539,123.59000000000002,24.718000000000004,3.1689743589743595,39.42,7.884,1.0107692307692309,39.42,7.884,1.0107692307692309,15311856.0,3062371.2,392611.6923076923,185794.0,37158.8,4763.948717948718,12233575.0,2446715.0,313681.41025641025,183309.0,36661.8,4700.2307692307695,300232.49999999994,60046.499999999985,7698.26923076923,157.60309999999998,31.520619999999997,4.041105128205127,2215.01,443.00200000000007,56.79512820512821,124.11609999999997,24.823219999999996,3.182464102564102,195.0,13.96424004376894,2.276298835653068,7.8,15.0,1.9230769230769231,49.2,6.3076923076923075,10.749435897435898,9.520102564102562,-15.791868000000001,4.47213595499958,4.2,5.7
2,0.4,0.047619047619047616,2,0.4,0.047619047619047616,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,21,4.2,0.5,1.6153846153846154,7.0,4.2,21.0,0.0,13,2.6,0.30952380952380953,0.6190476190476191,4.333333333333333,2.6,13.0,0.0,3,0.6,0.07142857142857142,0.14285714285714285,0.23076923076923078,0.6,3.0,0.0,5,1.0,0.11904761904761904,0.23809523809523808,0.38461538461538464,1.6666666666666667,5.0,0.0,1,0.2,0.023809523809523808,0.047619047619047616,0.07692307692307693,0.3333333333333333,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,9.6,1.1428571428571428,51,10.2,1.2142857142857142,9.0,1.8,0.21428571428571427,3.0,0.9,4.5,9.0,4.5,10.0,2.0,0.23809523809523808,3.3333333333333335,1.1111111111111112,5.0,10.0,5.0,3.0,0.6,0.07142857142857142,0.3333333333333333,0.3,1.5,3.0,1.5,2.0,0.4,0.047619047619047616,0.6666666666666666,0.2222222222222222,0.2,2.0,1.0,1.0,0.2,0.023809523809523808,0.3333333333333333,0.1111111111111111,0.1,0.5,0.5,2.0,0.4,0.047619047619047616,0.6666666666666666,0.2222222222222222,0.2,1.0,2.0,24.0,4.8,0.5714285714285714,33.0,6.6,0.7857142857142857,0.7272727272727273,0.6190476190476191,2.836832573067901,0.8716919553520774,22.13467245757581,0.0,0.3333333333333333,1.0,0.7071067811865476,1.0,10.0,2.23606797749979,1.0,3.0,1.2247448713915892,1.0,2.0,1.0,227.71,45.542,5.421666666666667,227.71,45.542,5.421666666666667,119.33000000000003,23.866000000000007,2.841190476190477,80.21,16.041999999999998,1.9097619047619045,80.21,16.041999999999998,1.9097619047619045,15367440.0,3073488.0,365891.4285714286,185175.0,37035.0,4408.928571428572,12139976.0,2427995.2,289047.04761904763,181914.0,36382.8,4331.285714285715,301322.34,60264.46800000001,7174.341428571429,170.40179999999995,34.08035999999999,4.057185714285713,2207.6100000000006,441.5220000000001,52.562142857142874,134.0013,26.800259999999998,3.1905071428571423,210.0,14.491376746189438,2.322344707681546,8.4,12.8,1.5238095238095237,47.2,5.619047619047619,9.319333333333333,8.93990476190476,-15.790104000000001,4.0,4.1,5.6
0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12,3.0,0.3157894736842105,0.8571428571428571,6.0,2.4,3.0,12.0,14,3.5,0.3684210526315789,1.1666666666666667,7.0,2.8,3.5,14.0,2,0.5,0.05263157894736842,0.16666666666666666,0.14285714285714285,0.4,0.5,2.0,5,1.25,0.13157894736842105,0.4166666666666667,0.35714285714285715,2.5,1.25,5.0,4,1.0,0.10526315789473684,0.3333333333333333,0.2857142857142857,2.0,0.8,4.0,1,0.25,0.02631578947368421,0.08333333333333333,0.07142857142857142,0.5,0.2,0.25,33,8.25,0.868421052631579,46,11.5,1.2105263157894737,7.0,1.75,0.18421052631578946,1.75,1.0,1.75,7.0,7.0,7.0,1.75,0.18421052631578946,1.75,1.0,1.75,7.0,7.0,4.0,1.0,0.10526315789473684,0.5714285714285714,0.5714285714285714,1.0,4.0,4.0,4.0,1.0,0.10526315789473684,1.0,0.5714285714285714,0.5714285714285714,4.0,4.0,1.0,0.25,0.02631578947368421,0.25,0.14285714285714285,0.14285714285714285,0.25,1.0,1.0,0.25,0.02631578947368421,0.25,0.14285714285714285,0.14285714285714285,0.25,1.0,22.0,5.5,0.5789473684210527,37.0,9.25,0.9736842105263158,0.5945945945945946,0.7368421052631579,3.2118202741878643,0.9160482704348776,36.3597056796008,4.0,1.0,7.0,1.8708286933869707,1.0,7.0,1.8708286933869707,1.0,4.0,1.414213562373095,0.5,1.0,0.7071067811865475,254.19000000000005,63.547500000000014,6.689210526315791,254.19000000000005,63.547500000000014,6.689210526315791,128.86,32.215,3.3910526315789475,75.94,18.985,1.9984210526315789,75.94,18.985,1.9984210526315789,9621647.0,2405411.75,253201.23684210525,163982.0,40995.5,4315.315789473684,7831539.0,1957884.75,206093.13157894736,160409.0,40102.25,4221.289473684211,188659.77000000002,47164.942500000005,4964.730789473685,146.8648,36.7162,3.864863157894737,1954.9400000000005,488.7350000000001,51.44578947368422,119.26159999999997,29.815399999999993,3.138463157894736,152.0,12.328828005937952,2.6239637567217926,9.5,16.0,1.6842105263157894,62.5,6.578947368421052,12.025526315789474,11.930263157894732,-15.789496000000002,4.242640687119285,5.5,7.0
0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9803921568627451,0.0,0.0,0.0,0.0,0.0,0.0,24,6.0,0.6,1.411764705882353,8.0,6.0,24.0,8.0,17,4.25,0.425,0.7083333333333334,5.666666666666667,4.25,17.0,5.666666666666667,3,0.75,0.075,0.125,0.17647058823529413,0.75,3.0,1.0,4,1.0,0.1,0.16666666666666666,0.23529411764705882,1.3333333333333333,4.0,1.3333333333333333,1,0.25,0.025,0.041666666666666664,0.058823529411764705,0.3333333333333333,0.25,0.3333333333333333,3,0.75,0.075,0.125,0.17647058823529413,1.0,0.75,3.0,43,10.75,1.075,51,12.75,1.275,11.0,2.75,0.275,11.0,1.2222222222222223,3.6666666666666665,11.0,3.6666666666666665,9.0,2.25,0.225,9.0,0.8181818181818182,3.0,9.0,3.0,1.0,0.25,0.025,0.09090909090909091,0.1111111111111111,0.3333333333333333,1.0,0.3333333333333333,3.0,0.75,0.075,3.0,0.2727272727272727,0.3333333333333333,3.0,1.0,1.0,0.25,0.025,1.0,0.09090909090909091,0.1111111111111111,0.3333333333333333,0.3333333333333333,3.0,0.75,0.075,3.0,0.2727272727272727,0.3333333333333333,1.0,3.0,24.0,6.0,0.6,32.0,8.0,0.8,0.75,0.725,3.2422985673746947,0.912823493386637,35.2588886869131,1.0,0.8181818181818182,7.363636363636363,1.9188064472004938,1.0,9.0,2.121320343559643,1.0,1.0,0.7071067811865475,1.0,3.0,1.2247448713915892,232.6799999999999,58.16999999999997,5.8169999999999975,232.6799999999999,58.16999999999997,5.8169999999999975,135.61,33.9025,3.3902500000000004,50.14999999999999,12.537499999999998,1.2537499999999997,50.14999999999999,12.537499999999998,1.2537499999999997,13974375.0,3493593.75,349359.375,212855.0,53213.75,5321.375,10913877.0,2728469.25,272846.925,209822.0,52455.5,5245.55,274007.36,68501.84,6850.183999999999,176.58350000000004,44.14587500000001,4.414587500000001,2537.63,634.4075,63.44075,138.46769999999995,34.61692499999999,3.461692499999999,160.0,12.649110640673518,2.6609640474436813,10.0,13.75,1.375,57.25,5.725,8.960000000000004,10.248000000000001,-15.78832,3.605551275463989,4.75,6.25
